FIPS,actual_state,actual_county,GHI,Wind Speed,Temperature_fahrenheit,Temperature,predicted,state,county,type
1001,AL,Autauga,194.0182241,0.728616418,65.70837376,18.72687431,6093,CA,Siskiyou,solar
1003,AL,Baldwin,193.8814111,1.860677323,69.03540606,20.57522559,48351,TX,Newton,wind
1005,AL,Barbour,197.6501059,0.145906538,66.74106441,19.30059134,48373,TX,Polk,wind
1007,AL,Bibb,189.3360956,0.178415685,65.60161344,18.66756302,6045,CA,Mendocino,solar
1009,AL,Blount,186.6949527,0.261525458,63.99449199,17.77471777,6091,CA,Sierra,solar
1011,AL,Bullock,196.4972172,0.081408703,66.7719723,19.31776239,48199,TX,Hardin,wind
1013,AL,Butler,194.9967403,0.111955725,67.09300844,19.4961158,48199,TX,Hardin,wind
1015,AL,Calhoun,188.1025604,0.285577024,64.02825619,17.79347566,6091,CA,Sierra,solar
1017,AL,Chambers,194.2470969,0.13682713,64.95239813,18.30688785,48373,TX,Polk,wind
1019,AL,Cherokee,188.253293,0.328082011,63.02188963,17.23438313,6035,CA,Lassen,solar
1021,AL,Chilton,191.9295587,0.216312804,65.12635215,18.40352897,6091,CA,Sierra,solar
1023,AL,Choctaw,188.0825042,0.055422187,66.00167584,18.88981991,48199,TX,Hardin,wind
1025,AL,Clarke,192.9114359,0.080773329,66.42381657,19.12434254,48199,TX,Hardin,wind
1027,AL,Clay,191.2486796,0.16948258,63.4981681,17.49898228,6045,CA,Mendocino,solar
1029,AL,Cleburne,188.4905519,0.169374093,63.26276315,17.36820175,6045,CA,Mendocino,solar
1031,AL,Coffee,197.9656186,0.349925275,68.0084051,20.0046695,6035,CA,Lassen,solar
1033,AL,Colbert,183.8999968,0.78469374,61.68815591,16.49341995,6109,CA,Tuolumne,solar
1035,AL,Conecuh,196.1181094,0.051595622,67.64201609,19.80112005,48199,TX,Hardin,wind
1037,AL,Coosa,191.8018476,0.242469785,65.30213383,18.50118546,6091,CA,Sierra,solar
1039,AL,Covington,196.492995,0.560287005,68.01702827,20.00946015,6017,CA,El Dorado,solar
1041,AL,Crenshaw,195.1771271,0.171040387,67.48366926,19.71314959,6045,CA,Mendocino,solar
1043,AL,Cullman,186.3452434,0.208904143,62.99858329,17.22143516,6091,CA,Sierra,solar
1045,AL,Dale,199.7953402,0.312290333,68.0828243,20.0460135,6035,CA,Lassen,solar
1047,AL,Dallas,196.0332947,0.504002043,66.83118813,19.35066007,6017,CA,El Dorado,solar
1049,AL,DeKalb,188.9667861,0.350718846,61.60355478,16.44641932,6035,CA,Lassen,solar
1051,AL,Elmore,193.6404298,1.494512929,66.66231974,19.2568443,6019,CA,Fresno,solar
1053,AL,Escambia,193.4160069,0.484920608,67.90418904,19.94677169,6017,CA,El Dorado,solar
1055,AL,Etowah,187.0627275,0.421132339,63.18204661,17.32335923,6035,CA,Lassen,solar
1057,AL,Fayette,186.2287261,0.092541069,63.71440342,17.61911301,48199,TX,Hardin,wind
1059,AL,Franklin,184.4589739,0.491670934,62.00343597,16.66857554,6017,CA,El Dorado,solar
1061,AL,Geneva,201.8430588,1.937576085,68.57625902,20.3201439,48149,TX,Fayette,wind
1063,AL,Greene,188.3944418,0.45160917,65.41916738,18.5662041,6017,CA,El Dorado,solar
1065,AL,Hale,190.93193,0.200757008,65.55212764,18.64007091,6063,CA,Plumas,solar
1067,AL,Henry,199.5250139,1.482097281,67.69642386,19.83134659,6053,CA,Monterey,solar
1069,AL,Houston,202.84757,1.799614242,68.46277798,20.25709888,6039,CA,Madera,solar
1071,AL,Jackson,185.9327712,0.753607724,62.43243141,16.90690634,6109,CA,Tuolumne,solar
1073,AL,Jefferson,186.7492677,0.194456072,64.18861016,17.8825612,6063,CA,Plumas,solar
1075,AL,Lamar,186.2445719,0.092683345,64.08433857,17.82463254,48199,TX,Hardin,wind
1077,AL,Lauderdale,184.9045504,1.363551721,61.86735743,16.59297635,6115,CA,Yuba,solar
1079,AL,Lawrence,184.7842785,1.160756315,62.36565332,16.8698074,6005,CA,Amador,solar
1081,AL,Lee,193.6455747,0.338296931,65.0509412,18.361634,6035,CA,Lassen,solar
1083,AL,Limestone,185.9917584,1.222549016,61.87506188,16.5972566,6005,CA,Amador,solar
1085,AL,Lowndes,198.2653364,0.227303694,67.18941077,19.54967265,6091,CA,Sierra,solar
1087,AL,Macon,194.7586846,0.423709064,67.03155473,19.46197485,6035,CA,Lassen,solar
1089,AL,Madison,184.9762334,1.053818858,61.84612927,16.58118293,6061,CA,Placer,solar
1091,AL,Marengo,191.3517716,0.209308996,66.03214185,18.90674547,6091,CA,Sierra,solar
1093,AL,Marion,184.5859122,0.14755147,63.13043554,17.29468641,48373,TX,Polk,wind
1095,AL,Marshall,187.4209723,0.736120685,63.13085076,17.29491709,6093,CA,Siskiyou,solar
1097,AL,Mobile,191.9138948,2.235751328,68.92075211,20.51152895,48351,TX,Newton,wind
1099,AL,Monroe,194.365737,0.139660112,66.99074094,19.43930052,48373,TX,Polk,wind
1101,AL,Montgomery,198.410502,0.296581168,67.49320636,19.71844798,6035,CA,Lassen,solar
1103,AL,Morgan,186.9455554,1.083034194,62.38845531,16.88247517,6005,CA,Amador,solar
1105,AL,Perry,191.8130627,0.307561844,65.46657666,18.59254259,6035,CA,Lassen,solar
1107,AL,Pickens,185.8876683,0.215921472,64.82917517,18.23843065,6091,CA,Sierra,solar
1109,AL,Pike,196.0372088,0.148578869,67.17715981,19.54286656,48373,TX,Polk,wind
1111,AL,Randolph,191.2749584,0.138870834,63.83420751,17.68567084,48373,TX,Polk,wind
1113,AL,Russell,196.0544824,0.287948749,66.84861301,19.36034056,6091,CA,Sierra,solar
1115,AL,St. Clair,187.6863863,0.325213827,63.68769369,17.60427427,6035,CA,Lassen,solar
1117,AL,Shelby,187.3617055,0.199324757,64.69213033,18.16229463,6063,CA,Plumas,solar
1119,AL,Sumter,189.3151908,0.486617784,65.87399962,18.81888868,6017,CA,El Dorado,solar
1121,AL,Talladega,188.1789741,0.292560617,64.61946174,18.12192319,6035,CA,Lassen,solar
1123,AL,Tallapoosa,194.8292373,0.180860562,65.38790865,18.54883814,6045,CA,Mendocino,solar
1125,AL,Tuscaloosa,187.0244101,0.085966782,64.68204684,18.15669269,48199,TX,Hardin,wind
1127,AL,Walker,185.3037634,0.137691826,64.30942549,17.94968083,48373,TX,Polk,wind
1129,AL,Washington,191.7214888,0.05369357,67.23346127,19.57414515,48199,TX,Hardin,wind
1131,AL,Wilcox,195.4150068,0.080038322,66.55823881,19.19902156,48199,TX,Hardin,wind
1133,AL,Winston,184.4315788,0.290227481,62.63035038,17.01686132,6035,CA,Lassen,solar
4001,AZ,Apache,232.4558585,2.927995072,53.84017762,12.13343201,32019,NV,Lyon,solar
4003,AZ,Cochise,238.2736516,2.544376227,62.81553801,17.11974334,48353,TX,Nolan,wind
4005,AZ,Coconino,228.3964272,2.450443335,49.25322888,9.585127155,19193,IA,Woodbury,wind
4007,AZ,Gila,229.5768524,1.584806468,64.950465,18.30581389,6107,CA,Tulare,solar
4009,AZ,Graham,234.5946629,2.134452712,66.18977083,18.99431713,6059,CA,Orange,solar
4011,AZ,Greenlee,229.5238917,1.960388638,58.67466413,14.81925785,6085,CA,Santa Clara,solar
4012,AZ,La Paz,241.3004054,2.50604844,70.57760171,21.43200095,32003,NV,Clark,solar
4013,AZ,Maricopa,242.1164384,2.184825322,73.41998626,23.01110348,6059,CA,Orange,solar
4015,AZ,Mohave,230.7745165,2.601312857,56.66182623,13.70101457,32021,NV,Mineral,solar
4017,AZ,Navajo,235.1373147,2.734441111,53.81920387,12.12177993,32019,NV,Lyon,solar
4019,AZ,Pima,244.2174448,2.521531805,67.41520387,19.67511326,32003,NV,Clark,solar
4021,AZ,Pinal,242.417391,2.254233951,71.47126114,21.92847841,6073,CA,San Diego,solar
4023,AZ,Santa Cruz,236.1219585,2.573828725,63.83155626,17.68419792,48151,TX,Fisher,wind
4025,AZ,Yavapai,233.717419,2.023158309,52.06997961,11.14998867,32013,NV,Humboldt,solar
4027,AZ,Yuma,242.8908183,2.566326192,74.28261301,23.49034056,32003,NV,Clark,solar
5001,AR,Arkansas,184.2012406,2.14656626,63.13053196,17.29473998,48351,TX,Newton,wind
5003,AR,Ashley,185.2970865,0.702517948,64.96854276,18.31585709,6093,CA,Siskiyou,solar
5005,AR,Baxter,177.5599588,0.277282066,57.93802655,14.41001475,6091,CA,Sierra,solar
5007,AR,Benton,177.6686319,1.457350657,57.17711842,13.98728801,6053,CA,Monterey,solar
5009,AR,Boone,178.4405703,0.606483535,56.70045084,13.72247269,6057,CA,Nevada,solar
5011,AR,Bradley,184.4976695,0.272371485,64.80745723,18.22636513,6091,CA,Sierra,solar
5013,AR,Calhoun,182.9330995,0.058981615,64.61476801,18.11931556,48199,TX,Hardin,wind
5015,AR,Carroll,177.7195351,1.022523255,57.29430319,14.05239066,6061,CA,Placer,solar
5017,AR,Chicot,186.6807865,2.1332221,65.14844067,18.41580037,48351,TX,Newton,wind
5019,AR,Clark,181.3372485,0.143842406,63.86033997,17.70018887,48373,TX,Polk,wind
5021,AR,Clay,176.6025826,1.646838678,58.75546496,14.8641472,17185,IL,Wabash,wind
5023,AR,Cleburne,178.2129059,0.949353692,59.84193333,15.46774074,6061,CA,Placer,solar
5025,AR,Cleveland,183.0204906,0.594517649,63.84118231,17.68954573,6057,CA,Nevada,solar
5027,AR,Columbia,183.3618773,0.129278781,64.65272173,18.14040096,48199,TX,Hardin,wind
5029,AR,Conway,181.6329176,0.910545982,61.39166767,16.32870426,6089,CA,Shasta,solar
5031,AR,Craighead,178.7119413,2.259583093,59.99493184,15.55273991,48351,TX,Newton,wind
5033,AR,Crawford,181.4331301,1.689124264,59.44928734,15.24960408,48351,TX,Newton,wind
5035,AR,Crittenden,180.5771465,2.476683974,61.63990264,16.46661258,48351,TX,Newton,wind
5037,AR,Cross,179.0838022,2.454061967,61.07738686,16.15410381,48351,TX,Newton,wind
5039,AR,Dallas,182.7597006,0.11412221,63.35896654,17.42164808,48199,TX,Hardin,wind
5041,AR,Desha,186.9165085,2.14714299,64.09232091,17.82906717,48351,TX,Newton,wind
5043,AR,Drew,185.3262361,0.528554361,64.33036779,17.96131544,6017,CA,El Dorado,solar
5045,AR,Faulkner,181.5580325,1.440826746,61.15533006,16.19740559,6053,CA,Monterey,solar
5047,AR,Franklin,181.970592,0.491967059,60.04412317,15.58006843,6017,CA,El Dorado,solar
5049,AR,Fulton,177.0762827,0.493782615,57.81972259,14.34429033,6017,CA,El Dorado,solar
5051,AR,Garland,177.785622,0.219367133,61.39432791,16.33018217,6091,CA,Sierra,solar
5053,AR,Grant,182.1512099,0.388347601,62.75695037,17.08719465,6035,CA,Lassen,solar
5055,AR,Greene,174.7196989,2.223585936,58.90521294,14.94734052,17115,IL,Macon,wind
5057,AR,Hempstead,184.3188705,0.550114941,63.80431711,17.66906506,6017,CA,El Dorado,solar
5059,AR,Hot Spring,178.5172123,0.221864386,63.06547212,17.25859562,6091,CA,Sierra,solar
5061,AR,Howard,181.2500923,0.273510678,62.82475849,17.12486583,6091,CA,Sierra,solar
5063,AR,Independence,178.4690468,1.185808558,60.17037039,15.65020577,6005,CA,Amador,solar
5065,AR,Izard,177.1946503,0.263154015,58.28704196,14.6039122,6091,CA,Sierra,solar
5067,AR,Jackson,179.9542893,1.927601446,60.41647749,15.78693194,48351,TX,Newton,wind
5069,AR,Jefferson,183.506886,1.702879651,63.13402693,17.29668163,48351,TX,Newton,wind
5071,AR,Johnson,175.7872989,0.361730484,59.77313811,15.42952117,6035,CA,Lassen,solar
5073,AR,Lafayette,184.6831592,0.556143193,64.71156063,18.17308924,6017,CA,El Dorado,solar
5075,AR,Lawrence,178.3325421,1.063744106,59.66557747,15.36976526,6061,CA,Placer,solar
5077,AR,Lee,181.2441802,2.43900735,62.26835614,16.81575341,48351,TX,Newton,wind
5079,AR,Lincoln,185.495576,1.18442343,63.80222072,17.6679004,6005,CA,Amador,solar
5081,AR,Little River,184.6175017,1.588151375,63.94521783,17.74734324,6107,CA,Tulare,solar
5083,AR,Logan,182.5595614,0.271181969,61.23586165,16.24214536,6091,CA,Sierra,solar
5085,AR,Lonoke,183.4359191,1.942881918,61.89817867,16.61009926,48351,TX,Newton,wind
5087,AR,Madison,179.6384993,0.312470291,57.04029315,13.91127397,6035,CA,Lassen,solar
5089,AR,Marion,178.3516878,0.278842539,58.40281913,14.66823285,6091,CA,Sierra,solar
5091,AR,Miller,186.3158071,0.750088192,64.51997308,18.06665171,6109,CA,Tuolumne,solar
5093,AR,Mississippi,176.6310193,2.538098332,60.38048656,15.76693698,17185,IL,Wabash,wind
5095,AR,Monroe,182.9705282,2.201204557,62.58172307,16.98984615,48351,TX,Newton,wind
5097,AR,Montgomery,179.577361,0.130819039,61.25153671,16.25085373,48199,TX,Hardin,wind
5099,AR,Nevada,182.9070242,0.13473193,64.17610623,17.87561457,48199,TX,Hardin,wind
5101,AR,Newton,178.2939135,0.323261942,55.71094341,13.17274634,6035,CA,Lassen,solar
5103,AR,Ouachita,183.5473774,0.064658191,64.71600937,18.17556076,48199,TX,Hardin,wind
5105,AR,Perry,180.0595603,0.251336432,61.86189166,16.58993981,6091,CA,Sierra,solar
5107,AR,Phillips,185.7452277,2.313949639,63.21222829,17.34012683,48351,TX,Newton,wind
5109,AR,Pike,180.189398,0.238369922,61.99828077,16.66571154,6091,CA,Sierra,solar
5111,AR,Poinsett,176.832801,2.494168293,60.35541831,15.75301017,17119,IL,Madison,wind
5113,AR,Polk,179.4931838,0.071260934,59.24027165,15.13348425,48199,TX,Hardin,wind
5115,AR,Pope,179.0763628,0.214050153,60.54953605,15.86085336,6091,CA,Sierra,solar
5117,AR,Prairie,182.2073549,2.17364954,61.89667482,16.60926379,48351,TX,Newton,wind
5119,AR,Pulaski,180.9792501,1.284983972,61.60085263,16.44491813,6009,CA,Calaveras,solar
5121,AR,Randolph,175.671935,0.768150042,58.79716507,14.88731393,6109,CA,Tuolumne,solar
5123,AR,St. Francis,179.9794008,2.514510715,61.85530564,16.58628091,48351,TX,Newton,wind
5125,AR,Saline,180.5784053,0.453301251,61.82042445,16.56690247,6017,CA,El Dorado,solar
5127,AR,Scott,181.1177761,0.346909296,60.63531148,15.90850638,6035,CA,Lassen,solar
5129,AR,Searcy,178.3174318,0.238093745,58.87054929,14.92808294,6091,CA,Sierra,solar
5131,AR,Sebastian,182.0949669,0.853167696,61.13434534,16.18574741,6089,CA,Shasta,solar
5133,AR,Sevier,182.4866093,0.425405946,62.87412645,17.15229247,6035,CA,Lassen,solar
5135,AR,Sharp,176.3868232,0.831313631,58.19174866,14.55097148,6089,CA,Shasta,solar
5137,AR,Stone,178.5190535,0.358075584,57.47054565,14.15030314,6035,CA,Lassen,solar
5139,AR,Union,183.6665904,0.063312932,64.72665054,18.18147252,48199,TX,Hardin,wind
5141,AR,Van Buren,177.411105,0.641196823,59.55072748,15.30595971,6057,CA,Nevada,solar
5143,AR,Washington,179.6490559,0.685085979,56.39208694,13.55115941,6093,CA,Siskiyou,solar
5145,AR,White,180.5788026,1.493518705,61.0595278,16.14418211,6019,CA,Fresno,solar
5147,AR,Woodruff,179.243534,2.338578602,61.31859424,16.28810791,48351,TX,Newton,wind
5149,AR,Yell,181.8254758,0.199973198,60.3795889,15.76643828,6063,CA,Plumas,solar
6001,CA,Alameda,215.505866,2.222879544,57.27280194,14.04044552,6001,CA,Alameda,solar
6003,CA,Alpine,231.1953562,0.838497611,44.36202165,6.867789805,32007,NV,Elko,solar
6005,CA,Amador,212.5573946,1.158060969,55.79035579,13.21686433,6005,CA,Amador,solar
6007,CA,Butte,203.30133,1.825610652,63.56427055,17.53570586,6039,CA,Madera,solar
6009,CA,Calaveras,211.5840072,1.407495306,58.71312577,14.84062543,6007,CA,Butte,solar
6011,CA,Colusa,211.3737682,1.875767302,64.50608338,18.05893521,6065,CA,Riverside,solar
6013,CA,Contra Costa,218.0126024,2.685750101,57.02731178,13.9040621,6041,CA,Marin,solar
6015,CA,Del Norte,184.1784176,1.30400847,54.85155449,12.69530805,6009,CA,Calaveras,solar
6017,CA,El Dorado,211.2003496,0.685477284,54.9629051,12.7571695,6093,CA,Siskiyou,solar
6019,CA,Fresno,221.1022585,1.433184924,66.00950672,18.8941704,6053,CA,Monterey,solar
6021,CA,Glenn,211.5904365,1.80004691,63.93080424,17.73933569,6039,CA,Madera,solar
6023,CA,Humboldt,191.3106297,0.873783709,51.35027261,10.75015145,6089,CA,Shasta,solar
6025,CA,Imperial,246.2799819,2.601338886,74.02612361,23.34784645,32003,NV,Clark,solar
6027,CA,Inyo,235.7325282,1.895756422,57.6742318,14.26346211,6065,CA,Riverside,solar
6029,CA,Kern,223.4878227,2.057098081,66.0244424,18.902468,6111,CA,Ventura,solar
6031,CA,Kings,223.9918299,2.03630139,66.72527233,19.29181796,6111,CA,Ventura,solar
6033,CA,Lake,213.9985647,1.571379982,56.7183499,13.73241661,6107,CA,Tulare,solar
6035,CA,Lassen,213.4316375,1.463792136,42.2206826,5.678157002,27141,MN,Sherburne,wind
6037,CA,Los Angeles,218.1360906,2.114504688,60.08322994,15.60179441,6077,CA,San Joaquin,solar
6039,CA,Madera,214.5946663,1.308697623,60.91259821,16.06255456,6009,CA,Calaveras,solar
6041,CA,Marin,204.2656663,2.586491909,56.61799554,13.67666419,32021,NV,Mineral,solar
6043,CA,Mariposa,216.667412,1.244512315,55.28006668,12.93337038,6009,CA,Calaveras,solar
6045,CA,Mendocino,203.7060889,1.232742869,55.76125955,13.20069975,6009,CA,Calaveras,solar
6047,CA,Merced,222.2368576,2.287984751,64.23813522,17.91007512,6071,CA,San Bernardino,solar
6049,CA,Modoc,201.4454754,2.473948146,46.5475756,8.081986447,32011,NV,Eureka,solar
6051,CA,Mono,234.7781831,2.307807566,43.2474554,6.248586336,27171,MN,Wright,wind
6053,CA,Monterey,226.4215419,2.17380499,61.51758957,16.39866087,6067,CA,Sacramento,solar
6055,CA,Napa,212.0742645,1.730077472,59.26179209,15.14544005,6055,CA,Napa,solar
6057,CA,Nevada,211.1940898,0.423998069,51.88622187,11.04790104,6035,CA,Lassen,solar
6059,CA,Orange,217.607656,2.28994597,65.41861017,18.56589454,6071,CA,San Bernardino,solar
6061,CA,Placer,208.1718086,0.461119058,54.8661517,12.70341761,6017,CA,El Dorado,solar
6063,CA,Plumas,218.2603591,0.467104135,41.84699664,5.470553689,27141,MN,Sherburne,wind
6065,CA,Riverside,248.3159,2.233884089,66.15188254,18.97326808,6073,CA,San Diego,solar
6067,CA,Sacramento,214.5435287,2.085028322,61.9325312,16.629184,6079,CA,San Luis Obispo,solar
6069,CA,San Benito,226.8420304,2.134037218,54.34129143,12.41182857,32019,NV,Lyon,solar
6071,CA,San Bernardino,236.9353967,2.522704706,69.16021799,20.64456555,32003,NV,Clark,solar
6073,CA,San Diego,228.5397628,2.348588176,61.97797364,16.6544298,6099,CA,Stanislaus,solar
6075,CA,San Francisco,179.9064599,4.386663893,57.12080788,13.95600438,48351,TX,Newton,wind
6077,CA,San Joaquin,216.5604777,2.271709603,61.61788182,16.45437879,6067,CA,Sacramento,solar
6079,CA,San Luis Obispo,228.4517366,2.383109772,58.57945608,14.76636449,6085,CA,Santa Clara,solar
6081,CA,San Mateo,186.3995546,3.679045032,56.83760857,13.79867143,48351,TX,Newton,wind
6083,CA,Santa Barbara,229.1540357,2.86129691,57.22790774,14.0155043,6001,CA,Alameda,solar
6085,CA,Santa Clara,217.0818551,1.514486234,59.97590058,15.54216699,32029,NV,Storey,solar
6087,CA,Santa Cruz,207.2926766,1.206498416,59.53595886,15.29775492,6005,CA,Amador,solar
6089,CA,Shasta,196.2791875,0.528710664,58.18415506,14.54675281,6017,CA,El Dorado,solar
6091,CA,Sierra,225.0757806,0.193519612,45.69903351,7.61057417,6063,CA,Plumas,solar
6093,CA,Siskiyou,200.4801665,0.833563935,53.26142324,11.8119018,6089,CA,Shasta,solar
6095,CA,Solano,218.1539677,2.459109063,60.3228844,15.73493578,6077,CA,San Joaquin,solar
6097,CA,Sonoma,208.3658085,2.43880307,57.1848186,13.99156589,6041,CA,Marin,solar
6099,CA,Stanislaus,218.5446095,2.288575375,63.51793909,17.50996616,6071,CA,San Bernardino,solar
6101,CA,Sutter,211.8253371,2.033133347,62.91034576,17.17241431,6111,CA,Ventura,solar
6103,CA,Tehama,204.8521028,1.945098353,64.66733224,18.14851791,48121,TX,Denton,wind
6105,CA,Trinity,208.4584496,0.172601393,49.34601498,9.636674987,6045,CA,Mendocino,solar
6107,CA,Tulare,205.2850934,0.954469699,61.37298387,16.31832437,6061,CA,Placer,solar
6109,CA,Tuolumne,224.4220515,0.688667221,48.83863071,9.35479484,6093,CA,Siskiyou,solar
6111,CA,Ventura,213.3340198,1.369763292,66.11226172,18.95125651,6007,CA,Butte,solar
6113,CA,Yolo,216.3404994,2.294827082,61.34195934,16.30108852,6113,CA,Yolo,solar
6115,CA,Yuba,205.5167123,1.304590374,61.94626983,16.63681657,6009,CA,Calaveras,solar
8001,CO,Adams,200.7114311,2.371109591,50.88586717,10.49214843,19179,IA,Wapello,wind
8003,CO,Alamosa,226.3370256,2.105633881,45.96248838,7.756937991,32007,NV,Elko,solar
8005,CO,Arapahoe,202.1286888,2.701760779,50.77880308,10.43266838,17113,IL,McLean,wind
8007,CO,Archuleta,220.4845163,1.792429249,45.0187824,7.23265689,32007,NV,Elko,solar
8009,CO,Baca,212.5641385,3.67464235,56.01915174,13.34397319,6081,CA,San Mateo,solar
8011,CO,Bent,214.3578784,3.163044462,56.04550533,13.35861407,6081,CA,San Mateo,solar
8013,CO,Boulder,188.673929,1.600893844,42.78300408,5.990557822,27141,MN,Sherburne,wind
8014,CO,Broomfield,194.6251021,2.310545928,49.78780972,9.882116509,19123,IA,Mahaska,wind
8015,CO,Chaffee,228.176015,2.618614578,32.39376997,0.218761094,27061,MN,Itasca,wind
8017,CO,Cheyenne,210.1295502,3.256559673,52.77587418,11.54215232,17137,IL,Morgan,wind
8019,CO,Clear Creek,209.3903845,1.210575263,34.86388177,1.591045427,27061,MN,Itasca,wind
8021,CO,Conejos,226.6371053,1.265772689,42.59443726,5.885798478,27141,MN,Sherburne,wind
8023,CO,Costilla,221.2725982,2.204389214,45.05117584,7.250653242,32007,NV,Elko,solar
8025,CO,Crowley,212.6965368,2.787399194,54.90350326,12.72416848,32023,NV,Nye,solar
8027,CO,Custer,213.0706056,2.531070362,42.27132402,5.706291123,27141,MN,Sherburne,wind
8029,CO,Delta,213.4816996,1.327885251,47.56748709,8.648603937,19025,IA,Calhoun,wind
8031,CO,Denver,197.967324,2.354596534,50.43909043,10.24393913,17113,IL,McLean,wind
8033,CO,Dolores,221.5848316,1.711385982,41.15845118,5.088028434,27061,MN,Itasca,wind
8035,CO,Douglas,197.1229604,2.446517804,47.56461146,8.647006368,19025,IA,Calhoun,wind
8037,CO,Eagle,211.4390897,0.541443026,36.62947129,2.571928497,27061,MN,Itasca,wind
8039,CO,Elbert,203.3902898,2.848863741,49.3704699,9.650261057,19193,IA,Woodbury,wind
8041,CO,El Paso,202.0340366,2.746676774,49.18014046,9.544522476,19193,IA,Woodbury,wind
8043,CO,Fremont,206.9221422,2.553675222,46.59340395,8.107446637,32011,NV,Eureka,solar
8045,CO,Garfield,211.0340608,1.758238474,36.9481936,2.748996442,27061,MN,Itasca,wind
8047,CO,Gilpin,199.7816292,1.393298771,36.2024507,2.334694834,27061,MN,Itasca,wind
8049,CO,Grand,207.3278506,0.603153055,33.41063643,0.783686903,27061,MN,Itasca,wind
8051,CO,Gunnison,219.600751,2.138045795,33.50900816,0.838337867,27061,MN,Itasca,wind
8053,CO,Hinsdale,230.5871664,0.655831653,27.80762999,-2.329094449,27061,MN,Itasca,wind
8055,CO,Huerfano,212.9606049,2.596791928,50.57013513,10.31674174,17113,IL,McLean,wind
8057,CO,Jackson,205.7085544,0.474734596,35.39587366,1.886596476,27061,MN,Itasca,wind
8059,CO,Jefferson,193.3575005,2.073649994,42.62307916,5.901710643,27141,MN,Sherburne,wind
8061,CO,Kiowa,212.5063711,3.163423499,55.07859331,12.82144073,32023,NV,Nye,solar
8063,CO,Kit Carson,203.08553,3.280896057,51.76784419,10.98213566,17039,IL,De Witt,wind
8065,CO,Lake,214.5028495,2.0927062,34.32458554,1.291436412,27061,MN,Itasca,wind
8067,CO,La Plata,220.8276578,1.419416443,44.88187097,7.156594982,32007,NV,Elko,solar
8069,CO,Larimer,188.5123019,1.455375917,40.62813623,4.793409018,27061,MN,Itasca,wind
8071,CO,Las Animas,211.9564543,3.341154661,55.61109408,13.11727449,32023,NV,Nye,solar
8073,CO,Lincoln,209.1469187,3.041419504,51.7233691,10.95742728,17039,IL,De Witt,wind
8075,CO,Logan,190.0765558,3.160377918,51.27585843,10.70881024,32033,NV,White Pine,solar
8077,CO,Mesa,207.7190964,2.019043085,53.31898117,11.84387843,17171,IL,Scott,wind
8079,CO,Mineral,231.2054217,1.906103937,32.06827112,0.037928401,27061,MN,Itasca,wind
8081,CO,Moffat,204.7842758,2.725426347,46.5101022,8.061167888,32011,NV,Eureka,solar
8083,CO,Montezuma,217.7343958,1.559960797,50.02472039,10.01373355,19123,IA,Mahaska,wind
8085,CO,Montrose,218.8940786,1.555012987,38.17895805,3.43275447,27061,MN,Itasca,wind
8087,CO,Morgan,195.8152279,2.751099564,52.33727559,11.29848644,32013,NV,Humboldt,solar
8089,CO,Otero,214.3772943,2.892561444,56.39192155,13.55106753,6081,CA,San Mateo,solar
8091,CO,Ouray,207.5102799,0.848171243,43.34184034,6.301022412,27171,MN,Wright,wind
8093,CO,Park,215.1727367,2.627408847,37.53484711,3.074915061,27061,MN,Itasca,wind
8095,CO,Phillips,191.2063431,3.254748464,50.54096433,10.30053574,17113,IL,McLean,wind
8097,CO,Pitkin,208.7110076,0.704960557,36.28920444,2.382891358,27061,MN,Itasca,wind
8099,CO,Prowers,212.716963,3.349711155,56.1038266,13.39101478,6081,CA,San Mateo,solar
8101,CO,Pueblo,213.0726126,2.751713283,55.56615361,13.09230756,32023,NV,Nye,solar
8103,CO,Rio Blanco,202.1061033,2.045181718,44.85823805,7.143465582,32007,NV,Elko,solar
8105,CO,Rio Grande,228.4907415,2.037351884,30.58037759,-0.788679115,27061,MN,Itasca,wind
8107,CO,Routt,204.3001752,0.431775394,39.81739675,4.342998192,27061,MN,Itasca,wind
8109,CO,Saguache,213.5050347,2.767092747,38.39899909,3.554999493,27061,MN,Itasca,wind
8111,CO,San Juan,222.9227353,0.666151327,30.80671309,-0.662937175,27061,MN,Itasca,wind
8113,CO,San Miguel,219.0723158,1.667714147,40.20413311,4.557851729,27061,MN,Itasca,wind
8115,CO,Sedgwick,188.6285477,3.30020164,49.72814444,9.848969134,19085,IA,Harrison,wind
8117,CO,Summit,213.1995013,0.568599884,27.15407124,-2.692182646,27061,MN,Itasca,wind
8119,CO,Teller,208.7127926,2.580943607,38.45805952,3.587810847,27061,MN,Itasca,wind
8121,CO,Washington,199.4317759,3.167890985,50.6512908,10.36182822,17113,IL,McLean,wind
8123,CO,Weld,195.7331619,2.533748133,50.68392256,10.37995698,17113,IL,McLean,wind
8125,CO,Yuma,195.521807,3.281602796,52.20901771,11.22723206,32013,NV,Humboldt,solar
9001,CT,Fairfield ,163.2897577,1.822551683,51.28483185,10.71379547,27109,MN,Olmsted,wind
9003,CT,Hartford ,162.1831376,0.249794867,50.25309453,10.14060807,6091,CA,Sierra,solar
9005,CT,Litchfield ,161.6196157,0.197967603,46.31129474,7.950719299,6063,CA,Plumas,solar
9007,CT,Middlesex ,164.2789808,0.662104961,50.05038819,10.02799344,27109,MN,Olmsted,wind
